Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Snacks,Product_1667,410,20,57,328,824,1,8
Beverages,Product_1668,332,25,106,249,1608,0,8
Dairy,Product_1669,293,10,154,264,527,1,9
Fruits,Product_1670,119,5,30,113,408,0,2
Bakery,Product_1671,224,15,145,190,619,1,4
Bakery,Product_1672,288,40,91,173,1062,1,5
Fruits,Product_1673,390,40,159,234,286,0,4
Vegetables,Product_1674,392,30,125,274,1463,0,2
Dairy,Product_1675,310,50,124,155,1683,0,10
Dairy,Product_1676,283,30,164,198,1212,1,2
Snacks,Product_1677,362,10,106,326,535,0,2
Dairy,Product_1678,224,5,95,213,164,1,9
Beverages,Product_1679,474,25,45,356,930,0,6
Snacks,Product_1680,474,25,89,356,1513,1,7
Bakery,Product_1681,200,10,121,180,96,1,7
Bakery,Product_1682,35,15,113,30,1753,0,3
Fruits,Product_1683,106,50,180,53,852,0,6
Snacks,Product_1684,94,40,192,56,897,1,10
Beverages,Product_1685,180,10,60,162,1673,0,4
Fruits,Product_1686,42,25,157,32,1169,1,5
Fruits,Product_1687,435,30,80,304,566,0,5
Bakery,Product_1688,117,50,89,58,934,0,3
Fruits,Product_1689,429,10,32,386,530,0,10
Vegetables,Product_1690,469,10,41,422,568,0,7
Snacks,Product_1691,281,50,112,140,1893,1,1
Bakery,Product_1692,344,25,30,258,1977,0,5
Vegetables,Product_1693,355,20,188,284,234,0,7
Dairy,Product_1694,482,50,187,241,866,1,8
Snacks,Product_1695,265,5,120,252,1962,1,2
Fruits,Product_1696,427,20,23,342,831,1,10
Snacks,Product_1697,198,15,133,168,638,1,5
Vegetables,Product_1698,166,10,55,149,1981,0,8
Bakery,Product_1699,36,5,92,34,1292,1,10
Dairy,Product_1700,299,10,173,269,179,1,3
Snacks,Product_1701,185,50,148,92,562,0,10
Dairy,Product_1702,243,5,133,231,1947,0,8
Dairy,Product_1703,47,10,176,42,1772,1,10
Dairy,Product_1704,204,50,166,102,1112,0,3
Dairy,Product_1705,85,5,7,81,726,1,6
Dairy,Product_1706,395,50,6,198,182,1,3
Bakery,Product_1707,62,15,131,53,584,1,1
Dairy,Product_1708,169,25,102,127,1133,0,3
Fruits,Product_1709,475,20,166,380,431,1,3
Vegetables,Product_1710,231,5,5,219,1917,0,2
Bakery,Product_1711,206,15,75,175,1651,0,5
Fruits,Product_1712,132,30,89,92,1411,0,4
Vegetables,Product_1713,472,40,174,283,580,0,6
Bakery,Product_1714,445,10,188,400,1380,1,1
Vegetables,Product_1715,99,10,41,89,1502,0,2
Dairy,Product_1716,417,20,85,334,1811,1,3
Dairy,Product_1717,136,10,142,122,555,1,8
Beverages,Product_1718,471,25,53,353,1653,1,4
Fruits,Product_1719,348,5,178,331,1346,1,6
Vegetables,Product_1720,239,20,3,191,1590,0,4
Bakery,Product_1721,345,25,85,259,1916,0,5
Beverages,Product_1722,433,10,114,390,935,1,8
Fruits,Product_1723,160,5,61,152,938,0,6
Bakery,Product_1724,42,40,15,25,246,1,3
Vegetables,Product_1725,340,15,10,289,643,0,7
Bakery,Product_1726,233,40,6,140,1721,1,10
Fruits,Product_1727,423,5,156,402,1832,0,8
Beverages,Product_1728,449,10,89,404,302,0,1
Beverages,Product_1729,236,40,36,142,1578,1,4
Beverages,Product_1730,51,50,109,26,854,1,10
Bakery,Product_1731,482,40,191,289,1255,1,7
Bakery,Product_1732,214,50,28,107,551,1,7
Bakery,Product_1733,490,40,13,294,1822,0,7
Dairy,Product_1734,438,25,107,328,775,0,1
Dairy,Product_1735,457,15,122,388,574,0,6
Vegetables,Product_1736,252,40,136,151,793,0,6
Beverages,Product_1737,111,20,158,89,121,0,3
Vegetables,Product_1738,193,25,84,145,1604,0,10
Beverages,Product_1739,424,50,95,212,1924,0,4
Fruits,Product_1740,315,10,191,284,1166,1,5
Dairy,Product_1741,50,15,72,42,972,1,1
Snacks,Product_1742,343,10,130,309,631,0,4
Bakery,Product_1743,252,50,66,126,552,0,5
Dairy,Product_1744,111,30,12,78,725,0,8
Fruits,Product_1745,89,5,182,85,212,1,3
Beverages,Product_1746,62,20,151,50,354,1,10
Vegetables,Product_1747,381,5,45,362,762,1,8
Dairy,Product_1748,316,50,121,158,140,0,3
Snacks,Product_1749,402,50,93,201,1271,1,7
Bakery,Product_1750,282,15,13,240,705,0,8
Beverages,Product_1751,166,50,175,83,1968,1,9
Fruits,Product_1752,344,10,141,310,1754,1,5
Dairy,Product_1753,498,25,132,374,575,1,4
Bakery,Product_1754,124,5,190,118,955,1,3
Bakery,Product_1755,101,20,129,81,1927,1,6
Vegetables,Product_1756,36,15,176,31,81,1,9
Fruits,Product_1757,211,50,1,106,1100,1,6
Vegetables,Product_1758,294,10,74,265,707,0,2
Fruits,Product_1759,262,50,155,131,1998,0,4
Bakery,Product_1760,223,50,196,112,1117,1,7
Snacks,Product_1761,81,40,38,49,602,1,5
Dairy,Product_1762,387,30,181,271,1694,1,2
Fruits,Product_1763,455,30,54,318,816,1,3
Dairy,Product_1764,348,25,162,261,1473,0,3
Vegetables,Product_1765,137,5,104,130,1872,0,3
Fruits,Product_1766,120,20,189,96,389,0,10
Vegetables,Product_1767,494,10,184,445,694,1,8
Snacks,Product_1768,361,20,7,289,194,1,8
Vegetables,Product_1769,290,5,97,276,885,1,6
Dairy,Product_1770,53,20,34,42,1502,1,8
Vegetables,Product_1771,184,25,126,138,463,1,4
Dairy,Product_1772,178,25,195,134,227,1,7
Dairy,Product_1773,130,50,6,65,1377,1,1
Fruits,Product_1774,467,10,75,420,939,1,5
Beverages,Product_1775,251,15,135,213,482,1,7
Dairy,Product_1776,432,40,178,259,1189,0,3
Vegetables,Product_1777,71,15,18,60,1816,1,7
Bakery,Product_1778,211,25,38,158,786,0,8
Beverages,Product_1779,59,50,30,30,1578,1,9
Beverages,Product_1780,99,10,66,89,835,0,7
Dairy,Product_1781,254,40,157,152,1385,0,8
Beverages,Product_1782,218,25,127,164,1241,1,9
Snacks,Product_1783,64,5,47,61,676,0,8
Vegetables,Product_1784,377,30,12,264,1040,1,2
Fruits,Product_1785,412,50,117,206,1453,1,7
Bakery,Product_1786,327,5,22,311,345,0,9
Bakery,Product_1787,273,50,23,136,1842,1,1
Bakery,Product_1788,162,30,93,113,1950,0,10
Snacks,Product_1789,114,10,87,103,1059,0,1
Vegetables,Product_1790,427,25,148,320,644,1,8
Snacks,Product_1791,339,20,50,271,1252,1,5
Fruits,Product_1792,93,5,190,88,207,0,10
Bakery,Product_1793,136,15,130,116,1580,0,10
Snacks,Product_1794,41,40,53,25,417,1,10
Dairy,Product_1795,104,20,135,83,70,0,7
Beverages,Product_1796,380,10,90,342,1187,1,8
Fruits,Product_1797,251,30,27,176,1928,0,6
Fruits,Product_1798,242,40,175,145,621,1,6
Snacks,Product_1799,21,5,5,20,1996,0,5
Dairy,Product_1800,143,40,43,86,1401,0,8
Fruits,Product_1801,196,40,167,118,513,1,3
Beverages,Product_1802,303,50,188,152,2000,0,5
Snacks,Product_1803,339,25,30,254,1289,0,8
Snacks,Product_1804,50,50,50,25,55,0,8
Fruits,Product_1805,36,30,38,25,1683,1,8
Snacks,Product_1806,384,20,56,307,1672,1,6
Bakery,Product_1807,99,15,113,84,1890,0,6
Dairy,Product_1808,182,25,54,136,1099,1,7
Beverages,Product_1809,439,20,93,351,1486,1,4
Snacks,Product_1810,378,25,128,284,231,1,5
Vegetables,Product_1811,271,40,168,163,1636,1,10
Bakery,Product_1812,497,25,137,373,1856,0,10
Fruits,Product_1813,152,15,139,129,598,0,6
Beverages,Product_1814,367,40,181,220,1200,1,10
Fruits,Product_1815,103,10,71,93,1803,0,7
Snacks,Product_1816,93,50,44,46,1326,0,8
Snacks,Product_1817,392,50,121,196,842,1,4
Beverages,Product_1818,193,50,19,96,1765,0,4
Dairy,Product_1819,313,10,195,282,1699,0,5
Fruits,Product_1820,485,50,61,242,301,0,8
Vegetables,Product_1821,90,40,97,54,761,0,3
Bakery,Product_1822,236,50,11,118,745,0,9
Fruits,Product_1823,354,40,125,212,597,1,2
Beverages,Product_1824,430,50,74,215,765,0,9
Beverages,Product_1825,257,25,51,193,1163,1,6
Fruits,Product_1826,494,15,161,420,1602,1,6
Vegetables,Product_1827,420,30,55,294,223,1,3
Snacks,Product_1828,350,5,34,332,1944,0,4
Dairy,Product_1829,201,30,121,141,650,0,3
Fruits,Product_1830,35,40,166,21,1691,1,10
Vegetables,Product_1831,112,50,141,56,311,1,10
Fruits,Product_1832,46,15,17,39,991,1,5
Dairy,Product_1833,218,50,5,109,1886,1,6
Vegetables,Product_1834,97,50,161,48,1083,0,4
Beverages,Product_1835,305,15,2,259,470,0,4
Fruits,Product_1836,387,50,102,194,1744,1,8
Bakery,Product_1837,443,40,74,266,1332,0,7
Dairy,Product_1838,364,40,143,218,1093,1,5
Vegetables,Product_1839,423,20,73,338,1857,1,4
Snacks,Product_1840,422,30,75,295,352,0,7
Vegetables,Product_1841,224,40,121,134,681,0,5
Snacks,Product_1842,24,40,112,14,1914,0,4
Snacks,Product_1843,57,50,16,28,1898,1,6
Bakery,Product_1844,191,40,90,115,222,1,2
Fruits,Product_1845,382,10,151,344,83,0,2
Dairy,Product_1846,188,30,47,132,515,0,5
Snacks,Product_1847,394,10,123,355,669,0,5
Bakery,Product_1848,233,20,197,186,992,0,4
Bakery,Product_1849,80,50,200,40,191,1,10
Snacks,Product_1850,166,5,187,158,1438,1,2
Fruits,Product_1851,138,30,63,97,776,1,9
Vegetables,Product_1852,432,40,69,259,119,1,3
Fruits,Product_1853,386,50,91,193,110,0,1
Vegetables,Product_1854,321,50,99,160,794,0,5
Snacks,Product_1855,265,40,103,159,76,1,3
Fruits,Product_1856,295,25,112,221,1918,0,2
Vegetables,Product_1857,349,10,84,314,1051,1,3
Fruits,Product_1858,120,50,161,60,1195,0,5
Bakery,Product_1859,444,40,145,266,1071,0,3
Dairy,Product_1860,244,40,173,146,1958,1,4
Beverages,Product_1861,236,10,112,212,896,0,10
Dairy,Product_1862,408,15,186,347,1002,0,7
Vegetables,Product_1863,164,30,186,115,283,1,10
Bakery,Product_1864,326,25,140,244,487,0,6
Dairy,Product_1865,358,10,169,322,1420,0,6
Fruits,Product_1866,299,20,31,239,667,1,9
Beverages,Product_1867,77,40,49,46,1885,1,2
Beverages,Product_1868,276,50,43,138,1034,1,5
Beverages,Product_1869,95,5,58,90,786,1,4
Beverages,Product_1870,394,30,124,276,1747,1,5
Fruits,Product_1871,270,40,122,162,634,1,4
Beverages,Product_1872,178,50,69,89,1462,1,10
Beverages,Product_1873,223,20,17,178,1682,0,2
Fruits,Product_1874,187,15,126,159,961,0,9
Dairy,Product_1875,184,40,166,110,685,0,9
Beverages,Product_1876,211,5,66,200,1839,0,4
Dairy,Product_1877,130,20,56,104,1476,0,8
Dairy,Product_1878,43,30,47,30,1167,0,8
Fruits,Product_1879,442,5,138,420,742,1,1
Vegetables,Product_1880,206,50,46,103,709,1,8
Bakery,Product_1881,116,40,105,70,588,0,2
Beverages,Product_1882,112,10,193,101,947,1,1
Beverages,Product_1883,34,50,22,17,737,1,8
Bakery,Product_1884,421,10,35,379,1712,0,9
Snacks,Product_1885,369,5,188,351,1420,0,2
Beverages,Product_1886,500,25,55,375,1448,1,2
Dairy,Product_1887,71,50,8,36,1043,0,6
Dairy,Product_1888,70,15,41,60,130,1,1
Dairy,Product_1889,302,40,133,181,53,1,5
Snacks,Product_1890,198,25,110,148,462,0,8
Vegetables,Product_1891,194,50,48,97,451,1,4
Beverages,Product_1892,57,15,146,48,378,0,7
Fruits,Product_1893,489,30,77,342,1107,0,7
Fruits,Product_1894,384,10,137,346,1960,0,5
Vegetables,Product_1895,52,20,39,42,1482,1,8
Snacks,Product_1896,187,10,158,168,1829,1,9
Bakery,Product_1897,40,30,152,28,1794,1,5
Bakery,Product_1898,299,15,176,254,1131,1,8
Dairy,Product_1899,409,15,135,348,303,1,1
Snacks,Product_1900,181,20,49,145,315,0,1
Snacks,Product_1901,305,25,89,229,953,0,1
Bakery,Product_1902,437,25,110,328,1155,0,3
Fruits,Product_1903,95,30,72,66,1533,1,9
Beverages,Product_1904,117,10,58,105,1285,0,4
Beverages,Product_1905,198,25,157,148,883,0,4
Dairy,Product_1906,221,10,17,199,1585,1,1
Beverages,Product_1907,451,25,125,338,513,0,5
Snacks,Product_1908,343,15,109,292,700,0,2
Dairy,Product_1909,456,40,131,274,850,0,4
Snacks,Product_1910,444,5,26,422,1434,1,6
Beverages,Product_1911,353,25,102,265,1988,0,9
Vegetables,Product_1912,306,30,54,214,1858,1,6
Fruits,Product_1913,273,20,127,218,1886,0,5
Vegetables,Product_1914,220,20,63,176,1389,1,5
Snacks,Product_1915,340,5,27,323,1903,0,8
Vegetables,Product_1916,30,40,15,18,1836,0,6
Fruits,Product_1917,341,25,42,256,1704,1,7
Bakery,Product_1918,63,15,11,54,255,1,9
Fruits,Product_1919,35,50,159,18,655,0,4
Vegetables,Product_1920,149,50,161,74,293,1,4
Snacks,Product_1921,303,20,146,242,1918,1,1
Snacks,Product_1922,26,5,36,25,1354,1,7
Beverages,Product_1923,138,10,152,124,1742,0,9
Snacks,Product_1924,43,5,34,41,641,1,9
Dairy,Product_1925,21,15,22,18,136,0,6
Beverages,Product_1926,61,25,168,46,1991,1,6
Dairy,Product_1927,345,10,88,310,162,1,1
Snacks,Product_1928,400,40,116,240,786,0,4
Dairy,Product_1929,119,10,81,107,1539,1,10
Vegetables,Product_1930,294,15,173,250,1362,1,8
Fruits,Product_1931,50,25,186,38,338,0,3
Vegetables,Product_1932,434,10,91,391,700,1,10
Fruits,Product_1933,478,20,157,382,1679,1,7
Fruits,Product_1934,173,15,200,147,1121,0,10
Snacks,Product_1935,226,15,78,192,489,0,2
Beverages,Product_1936,314,20,44,251,605,0,4
Snacks,Product_1937,314,40,172,188,540,1,3
Bakery,Product_1938,392,30,63,274,1775,0,5
Vegetables,Product_1939,201,30,198,141,1307,0,8
Fruits,Product_1940,141,5,9,134,1187,0,5
Snacks,Product_1941,256,25,116,192,599,1,7
Bakery,Product_1942,473,20,33,378,808,0,8
Fruits,Product_1943,145,5,197,138,1166,1,5
Beverages,Product_1944,183,25,65,137,850,0,9
Fruits,Product_1945,417,15,107,354,1477,1,3
Vegetables,Product_1946,61,50,176,30,110,1,6
Fruits,Product_1947,472,10,81,425,1889,0,6
Dairy,Product_1948,235,20,18,188,778,0,8
Dairy,Product_1949,252,15,169,214,1939,0,5
Fruits,Product_1950,47,50,22,24,301,1,6
Fruits,Product_1951,174,10,149,157,671,0,2
Bakery,Product_1952,123,15,187,105,952,1,8
Dairy,Product_1953,31,20,9,25,1335,0,3
Snacks,Product_1954,311,50,5,156,1874,0,10
Dairy,Product_1955,284,15,60,241,961,0,4
Dairy,Product_1956,396,40,27,238,1332,1,10
Snacks,Product_1957,66,50,101,33,83,1,2
Vegetables,Product_1958,207,25,79,155,760,0,3
Fruits,Product_1959,463,20,48,370,978,1,8
Fruits,Product_1960,397,5,165,377,249,0,3
Snacks,Product_1961,264,10,149,238,879,1,8
Vegetables,Product_1962,332,25,147,249,691,1,8
Snacks,Product_1963,234,5,184,222,1003,0,7
Snacks,Product_1964,91,10,57,82,437,0,1
Beverages,Product_1965,487,30,120,341,1041,0,7
Dairy,Product_1966,145,20,82,116,1350,0,9
Bakery,Product_1967,137,5,178,130,1579,0,2
Bakery,Product_1968,495,15,120,421,524,1,5
Vegetables,Product_1969,46,30,112,32,853,1,5
Vegetables,Product_1970,71,25,167,53,1723,1,4
Beverages,Product_1971,67,25,166,50,743,1,7
Snacks,Product_1972,55,30,15,38,1336,1,5
Fruits,Product_1973,199,50,149,100,1251,0,3
Fruits,Product_1974,50,5,80,48,1164,1,2
Snacks,Product_1975,176,40,186,106,1355,1,9
Bakery,Product_1976,309,30,3,216,1561,1,2
Beverages,Product_1977,215,20,98,172,1613,1,8
Bakery,Product_1978,72,50,107,36,86,1,1
Bakery,Product_1979,268,10,13,241,529,0,10
Dairy,Product_1980,135,20,12,108,1407,1,7
Bakery,Product_1981,351,50,161,176,487,1,3
Vegetables,Product_1982,418,10,116,376,1091,1,9
Vegetables,Product_1983,155,50,190,78,1903,1,9
Beverages,Product_1984,24,50,135,12,286,1,5
Bakery,Product_1985,474,30,196,332,992,1,9
Dairy,Product_1986,23,40,145,14,537,1,9
Dairy,Product_1987,21,40,88,13,1944,0,10
Bakery,Product_1988,325,5,105,309,1066,1,1
Beverages,Product_1989,136,20,43,109,496,0,9
Vegetables,Product_1990,172,5,161,163,1721,1,9
Vegetables,Product_1991,141,10,25,127,1743,0,3
Bakery,Product_1992,190,20,27,152,1445,0,2
Vegetables,Product_1993,331,30,21,232,1175,0,1
Bakery,Product_1994,68,50,70,34,1578,1,9
Beverages,Product_1995,366,10,18,329,741,0,4
Beverages,Product_1996,489,15,146,416,1791,1,6
Dairy,Product_1997,455,5,193,432,768,1,1
Bakery,Product_1998,172,20,127,138,914,1,10
Beverages,Product_1999,415,15,43,353,1205,0,2
Dairy,Product_2000,222,20,101,178,1016,1,2
Vegetables,Product_2001,252,15,123,214,1138,1,3
Dairy,Product_2002,200,25,55,150,587,0,6
Dairy,Product_2003,108,50,196,54,1565,0,2
Vegetables,Product_2004,151,25,93,113,817,0,6
Snacks,Product_2005,108,15,102,92,1709,0,2
Bakery,Product_2006,208,15,31,177,234,1,10
Beverages,Product_2007,350,25,3,262,477,0,1
Beverages,Product_2008,348,25,200,261,1628,1,10
Bakery,Product_2009,90,10,31,81,1855,0,3
Vegetables,Product_2010,366,50,155,183,1413,0,3
Bakery,Product_2011,313,25,170,235,1808,0,2
Vegetables,Product_2012,489,10,119,440,1636,1,2
Fruits,Product_2013,478,30,124,335,564,0,1
Vegetables,Product_2014,365,40,167,219,1057,0,9
Beverages,Product_2015,36,30,106,25,517,1,6
Snacks,Product_2016,130,5,107,124,1645,0,4
Fruits,Product_2017,221,15,25,188,700,1,5
Snacks,Product_2018,181,30,64,127,766,1,6
Vegetables,Product_2019,379,40,140,227,1908,1,8
Bakery,Product_2020,80,20,173,64,203,0,6
Fruits,Product_2021,332,30,200,232,1050,0,2
Fruits,Product_2022,312,10,161,281,1776,1,6
Beverages,Product_2023,329,30,189,230,1198,1,9
Fruits,Product_2024,428,50,181,214,669,1,1
Fruits,Product_2025,174,50,118,87,1281,1,8
Fruits,Product_2026,304,40,155,182,1250,1,4
Snacks,Product_2027,376,5,6,357,362,0,8
Fruits,Product_2028,289,20,12,231,838,1,7
Beverages,Product_2029,158,10,188,142,754,1,9
Fruits,Product_2030,56,20,31,45,1009,0,10
Vegetables,Product_2031,155,40,1,93,1771,0,9
Dairy,Product_2032,432,5,75,410,721,0,4
Snacks,Product_2033,115,15,50,98,1351,0,5
Snacks,Product_2034,211,20,72,169,1750,0,1
Dairy,Product_2035,470,25,89,352,681,0,8
Bakery,Product_2036,134,5,162,127,1032,0,4
Dairy,Product_2037,122,5,128,116,812,1,4
Snacks,Product_2038,387,20,65,310,1672,0,3
Snacks,Product_2039,271,10,190,244,1766,0,2
Fruits,Product_2040,263,20,177,210,1359,1,10
Fruits,Product_2041,353,30,90,247,1703,1,8
Dairy,Product_2042,47,10,20,42,596,0,2
Vegetables,Product_2043,270,20,28,216,1004,0,8
Bakery,Product_2044,394,10,196,355,365,1,10
Dairy,Product_2045,305,20,186,244,729,1,7
Bakery,Product_2046,474,40,75,284,875,0,7
Dairy,Product_2047,433,5,79,411,1434,1,9
Vegetables,Product_2048,458,25,78,344,942,0,8
Vegetables,Product_2049,74,40,131,44,340,1,4
Dairy,Product_2050,399,20,177,319,1588,1,3
Vegetables,Product_2051,372,5,176,353,123,1,2
Beverages,Product_2052,146,50,105,73,381,0,8
Fruits,Product_2053,454,15,175,386,1811,1,7
Beverages,Product_2054,119,40,35,71,1854,1,7
Vegetables,Product_2055,118,10,98,106,1669,0,5
Snacks,Product_2056,276,40,194,166,1634,1,10
Dairy,Product_2057,49,20,63,39,912,0,3
Vegetables,Product_2058,389,20,195,311,734,1,8
Vegetables,Product_2059,198,5,80,188,434,0,3
Snacks,Product_2060,278,20,165,222,416,1,10
Vegetables,Product_2061,416,20,34,333,204,0,1
Snacks,Product_2062,364,20,7,291,769,1,7
Dairy,Product_2063,73,20,58,58,1625,0,1
Vegetables,Product_2064,490,50,68,245,619,1,8
Vegetables,Product_2065,127,30,46,89,241,1,5
Snacks,Product_2066,210,25,199,158,1200,0,1
Snacks,Product_2067,265,10,175,238,214,0,8
Beverages,Product_2068,481,20,16,385,1024,0,2
Fruits,Product_2069,104,15,22,88,1670,0,9
Bakery,Product_2070,144,20,142,115,1011,0,5
Dairy,Product_2071,342,50,97,171,1669,0,6
Bakery,Product_2072,249,50,1,124,1733,0,5
Vegetables,Product_2073,436,40,13,262,580,1,5
Fruits,Product_2074,296,15,76,252,429,0,2
Beverages,Product_2075,376,25,76,282,1922,0,8
Dairy,Product_2076,324,25,96,243,157,1,4
Vegetables,Product_2077,47,30,196,33,785,1,4
Vegetables,Product_2078,379,30,199,265,384,1,7
Snacks,Product_2079,367,5,32,349,1484,1,4
Snacks,Product_2080,329,40,128,197,1109,0,7
Dairy,Product_2081,355,40,111,213,1924,0,10
Beverages,Product_2082,110,10,147,99,233,1,1
Fruits,Product_2083,228,40,117,137,1090,1,5
Snacks,Product_2084,425,50,63,212,983,0,3
Vegetables,Product_2085,369,10,173,332,285,0,3
Dairy,Product_2086,52,40,80,31,366,1,6
Beverages,Product_2087,302,5,104,287,335,0,4
Vegetables,Product_2088,474,50,78,237,1436,0,1
Snacks,Product_2089,360,10,92,324,1943,1,2
Snacks,Product_2090,109,15,32,93,591,0,8
Beverages,Product_2091,485,10,106,436,949,1,1
Dairy,Product_2092,488,20,169,390,479,0,8
Vegetables,Product_2093,434,30,33,304,901,1,8
Bakery,Product_2094,184,40,105,110,1027,1,2
Fruits,Product_2095,207,50,8,104,756,1,9
Bakery,Product_2096,459,15,28,390,1352,1,2
Beverages,Product_2097,87,10,41,78,417,1,5
Fruits,Product_2098,387,50,17,194,1571,0,1
Snacks,Product_2099,228,40,54,137,1927,0,9
Beverages,Product_2100,394,25,130,296,1566,1,5
Vegetables,Product_2101,38,5,185,36,1065,0,2
Fruits,Product_2102,414,15,130,352,1661,0,3
Fruits,Product_2103,125,10,148,112,1739,1,7
Bakery,Product_2104,123,40,36,74,1845,0,9
Fruits,Product_2105,327,5,100,311,1857,0,5
Fruits,Product_2106,380,5,183,361,238,1,5
Vegetables,Product_2107,368,10,65,331,1081,1,6
Beverages,Product_2108,239,25,193,179,1599,0,3
Beverages,Product_2109,57,40,6,34,1793,0,8
Bakery,Product_2110,25,40,13,15,401,1,6
Bakery,Product_2111,199,50,18,100,1534,0,1
Bakery,Product_2112,250,50,176,125,1654,1,7
Beverages,Product_2113,43,20,73,34,247,1,10
Fruits,Product_2114,484,5,24,460,1870,0,2
Dairy,Product_2115,152,40,171,91,992,0,6
Dairy,Product_2116,45,30,160,32,1769,0,9
Fruits,Product_2117,28,40,74,17,94,1,10
Dairy,Product_2118,399,15,151,339,1289,0,6
Fruits,Product_2119,277,20,158,222,1019,0,4
Beverages,Product_2120,220,30,152,154,1688,0,5
Vegetables,Product_2121,488,30,131,342,983,1,5
Bakery,Product_2122,496,40,42,298,290,1,6
Dairy,Product_2123,107,25,173,80,155,1,9
Snacks,Product_2124,107,15,25,91,1173,1,5
Dairy,Product_2125,384,30,190,269,1478,1,2
Dairy,Product_2126,436,30,67,305,682,0,10
Fruits,Product_2127,106,15,141,90,492,1,3
Fruits,Product_2128,451,30,58,316,745,1,8
Beverages,Product_2129,127,20,92,102,1997,1,4
Dairy,Product_2130,41,5,116,39,1495,0,5
Vegetables,Product_2131,248,25,5,186,1994,0,8
Dairy,Product_2132,420,5,43,399,1330,1,7
Snacks,Product_2133,389,50,110,194,240,1,7
Fruits,Product_2134,30,30,21,21,1021,1,2
Bakery,Product_2135,156,50,172,78,154,1,6
Bakery,Product_2136,342,5,11,325,1534,0,9
Fruits,Product_2137,124,15,184,105,580,1,2
Vegetables,Product_2138,493,20,133,394,1443,1,9
Snacks,Product_2139,258,40,119,155,717,1,4
Snacks,Product_2140,433,15,137,368,1112,0,2
Fruits,Product_2141,73,50,47,36,1090,0,4
Fruits,Product_2142,413,40,1,248,347,0,1
Dairy,Product_2143,485,15,30,412,691,0,10
Snacks,Product_2144,116,25,144,87,1481,0,4
Dairy,Product_2145,21,40,167,13,1204,0,7
Snacks,Product_2146,207,10,172,186,321,0,4
Snacks,Product_2147,335,10,165,302,686,0,6
Snacks,Product_2148,370,40,115,222,1090,0,1
Beverages,Product_2149,131,50,198,66,1743,0,8
Beverages,Product_2150,414,10,169,373,1861,0,6
Dairy,Product_2151,350,10,38,315,780,0,10
Fruits,Product_2152,481,25,165,361,297,1,4
Bakery,Product_2153,258,40,98,155,84,0,1
Dairy,Product_2154,33,20,43,26,1065,1,1
Beverages,Product_2155,36,15,112,31,84,1,6
Beverages,Product_2156,457,10,67,411,353,0,9
Fruits,Product_2157,243,30,130,170,931,0,7
Snacks,Product_2158,111,50,108,56,693,0,10
Fruits,Product_2159,243,15,136,207,1759,0,6
Vegetables,Product_2160,350,50,47,175,925,0,3
Fruits,Product_2161,353,10,50,318,848,0,6
Beverages,Product_2162,215,25,171,161,1234,0,5
Fruits,Product_2163,465,10,7,418,315,0,3
Bakery,Product_2164,181,10,57,163,71,1,10
Vegetables,Product_2165,353,40,134,212,390,1,3
Fruits,Product_2166,429,50,110,214,540,0,9
Fruits,Product_2167,56,25,51,42,1372,1,5
Dairy,Product_2168,491,50,41,246,1661,0,2
Vegetables,Product_2169,337,10,32,303,1947,1,8
Dairy,Product_2170,216,50,132,108,1245,1,10
Snacks,Product_2171,351,15,74,298,1010,0,9
Bakery,Product_2172,72,10,18,65,105,1,9
Beverages,Product_2173,43,20,51,34,1273,0,9
Bakery,Product_2174,105,50,34,52,1483,0,6
Dairy,Product_2175,356,30,71,249,1651,1,3
Beverages,Product_2176,42,50,18,21,767,1,1
Fruits,Product_2177,127,20,166,102,1938,1,1
Vegetables,Product_2178,229,25,123,172,914,0,10
Vegetables,Product_2179,179,40,121,107,477,1,10
Snacks,Product_2180,182,50,104,91,876,1,2
Fruits,Product_2181,92,25,18,69,679,1,8
Fruits,Product_2182,148,40,9,89,127,1,7
Snacks,Product_2183,452,30,34,316,1931,0,2
Bakery,Product_2184,297,20,2,238,1705,1,3
Bakery,Product_2185,223,20,28,178,1547,0,9
Vegetables,Product_2186,411,25,165,308,502,0,8
Fruits,Product_2187,313,25,186,235,86,0,9
Dairy,Product_2188,107,20,5,86,1706,0,6
Snacks,Product_2189,439,5,165,417,1061,1,10
Snacks,Product_2190,132,10,80,119,1793,1,3
Beverages,Product_2191,141,15,133,120,682,1,7
Beverages,Product_2192,448,30,106,314,590,0,8
Dairy,Product_2193,152,5,36,144,1857,1,6
Dairy,Product_2194,141,5,116,134,531,0,8
Bakery,Product_2195,41,40,45,25,710,0,2
Beverages,Product_2196,218,40,191,131,1459,0,5
Snacks,Product_2197,140,30,126,98,1559,1,8
Beverages,Product_2198,413,20,188,330,458,1,10
Dairy,Product_2199,398,10,79,358,1463,0,1
Beverages,Product_2200,442,5,67,420,1063,1,9
Snacks,Product_2201,489,25,123,367,1271,0,8
Fruits,Product_2202,67,20,107,54,1496,1,5
Vegetables,Product_2203,339,20,197,271,299,0,4
Fruits,Product_2204,454,30,66,318,1575,1,4
Dairy,Product_2205,315,20,116,252,865,0,6
Vegetables,Product_2206,460,10,53,414,512,0,5
Dairy,Product_2207,269,10,22,242,1270,1,2
Snacks,Product_2208,93,10,153,84,880,0,8
Snacks,Product_2209,142,25,47,106,1988,1,1
